"species";"lookup";"match"
"– A. mollis (BUSER) ROTHM.14* BlSpreite ";"Weicher F. – A. mollis (BUSER) ROTHM.14* BlSpreite ";"Z v"
"– A. speciosa BUSER";"Ansehnlicher F. – A. speciosa BUSER";"Z s"
"– C. horizontalis DECNE.";"Fächer-Z. – C. horizontalis DECNE.";"Z z"
"– C. perpusillus (C. K. SCHNEID.) FLINCK";"Kleine Z. – C. perpusillus (C. K. SCHNEID.) FLINCK";"Z z"
"– C. adpressus BOIS4* Pfl diffus verzwei";"Spalier-Z. – C. adpressus BOIS4* Pfl diffus verzwei";"Z z"
"– C. nanshan MOTTET5 (1) Bl 2zeilig  . .";"Nanshan-Z. – C. nanshan MOTTET5 (1) Bl 2zeilig  . .";NA
"– C. × watereri EXELL ‘Pendulus’7* BlSpr";"Waterer-Hybrid-Z. – C. × watereri EXELL ‘Pendulus’7* BlSpr";NA
"– C. sargentii G. KLOTZ8 (6) BlSpreite v";"Sargent-Z. – C. sargentii G. KLOTZ8 (6) BlSpreite v";"Z z"
"– C. dammeri C. K. SCHNEID.8* BlSpreite ";"Teppich-Z. – C. dammeri C. K. SCHNEID.8* BlSpreite ";"Z z"
"– C. radicans (C. K. SCHNEID.) G. KLOTZ9";"Wurzelnde Z. – C. radicans (C. K. SCHNEID.) G. KLOTZ9";"Z z"
"– C. procumbens G. KLOTZ";"Niederliegende Z. – C. procumbens G. KLOTZ";"Z z"
"– C. cochleatus (FRANCH.) G. KLOTZ11* Pf";"Yunnan-Z. – C. cochleatus (FRANCH.) G. KLOTZ11* Pf";"Z z"
"– C. microphyllus WALL. ex LINDL.Ähnlich";"Kleinblättrige Z. – C. microphyllus WALL. ex LINDL.Ähnlich";"Z z"
"– C. conspicuus C. MARQUAND12* Pfl reich";"Bogen-Z. – C. conspicuus C. MARQUAND12* Pfl reich";"Z z"
"– C. × suecicus G. KLOTZ";"Schwedische Z. – C. × suecicus G. KLOTZ";"Z v"
"– D. coerulea STAPF";"Blaue Sch. – D. coerulea STAPF";"Z s"
"– H. macrophylla (THUNB. ex MURRAY) SER.";"Garten-H. – H. macrophylla (THUNB. ex MURRAY) SER.";"Z s"
"– S. sarmentosum BUNGE4* Bl wechsel- od.";"Kriechtrieb-F. – S. sarmentosum BUNGE4* Bl wechsel- od.";"Z s"
". – S. hybridum L.5* Pfl im Winter ohne ";"Sibirische F . – S. hybridum L.5* Pfl im Winter ohne ";NA
"– S. kamtschaticum FISCH. et C. A. MEY.6";"Kamtschatka-F. – S. kamtschaticum FISCH. et C. A. MEY.6";NA
"– S. selskianum REGEL et MAACK";"Amur-F. – S. selskianum REGEL et MAACK";"Z z"
"– S. maximum (L.) HOFFM.7* Bl eilanzettl";"Große F. – S. maximum (L.) HOFFM.7* Bl eilanzettl";"Z z"
"– S. aizoon L.";"Deckblatt-F. – S. aizoon L.";"Z z"
"– S. populifolium PALL.8* Zweijährige Pf";"Zwergstrauch-F. – S. populifolium PALL.8* Zweijährige Pf";"Z s"
"– S. pilosum M. BIEB.9* Bl an gestreckte";"Behaarte F. – S. pilosum M. BIEB.9* Bl an gestreckte";"Z s"
"– S. anacampseros L.11* Bl in 3zähligen ";"Rundblättrige F. – S. anacampseros L.11* Bl in 3zähligen ";"Z z"
"– S. sieboldii SWEET";"Siebold-F. – S. sieboldii SWEET";"Z z"
"– S. cauticola PRAEGER";"Japanische F. – S. cauticola PRAEGER";"Z s"
"– S. telephium L.";"Purpur-F. – S. telephium L.";"Z s"
"– S. spectabile BOREAU15 (1) Pfl nur mit";"Prächtige F. – S. spectabile BOREAU15 (1) Pfl nur mit";"Z v"
"– S. hispanicum L.";"Spanische F. – S. hispanicum L.";"Z s"
"– S. dasyphyllum L. ";"Buckel-F. – S. dasyphyllum L. ";"Z s"
"– S. album L.";"Weiße F. – S. album L.";"Z v"
"– S. forsterianum SM.";"Zierliche F. – S. forsterianum SM.";"Z v"
"– S. ochroleucum CHAIX21* KBl 2–4,5 mm l";"Ockergelbe F. – S. ochroleucum CHAIX21* KBl 2–4,5 mm l";"Z s"
"– S. sediforme (JACQ.) PAU";"Nizza-F. – S. sediforme (JACQ.) PAU";"Z z"
"– S. rupestre L.";"Felsen-F., Tripmadam – S. rupestre L.";"Z z"
"– S. acre L.";"Scharfer Mauerpfeffer – S. acre L.";"Z v"
"– S. sexangulare L.";"Milder Mauerpfeffer – S. sexangulare L.";"Z z"
"– S. arachnoideum L.1* RosettenBl ohne s";"Spinnweben-H. – S. arachnoideum L.1* RosettenBl ohne s";"Z z"
"– S. wulfenii HOPPE ex MERTENS et KOCH3*";"Gelbe H., Wulfen-H. – S. wulfenii HOPPE ex MERTENS et KOCH3*";"Z s"
"– S. pittonii SCHOTT, NYMAN et KOTSCHYÄh";"Serpentin-H. – S. pittonii SCHOTT, NYMAN et KOTSCHYÄh";"Z s"
"– S. tectorum L.4* RosettenBl zumindest ";"Dach-H. – S. tectorum L.4* RosettenBl zumindest ";"Z z"
"– E. gibbiflora DC.1* Bl bis 8(–9) cm lg";"Langstämmige E. – E. gibbiflora DC.1* Bl bis 8(–9) cm lg";"Z z"
"– E. peacockii CROUCHER2* B gestielt, BS";"Peacock-E. – E. peacockii CROUCHER2* B gestielt, BS";"Z z"
"– E. derenbergii J. A. PURPUS3* KrBl ros";"Derenberg-E. – E. derenbergii J. A. PURPUS3* KrBl ros";"Z z"
"– E. elegans ROSEÄhnlich: Agavenähnliche";"Schöne E. – E. elegans ROSEÄhnlich: Agavenähnliche";"Z z"
"– Ch. oppositifolium (LEDEB. ex NORDM.) ";"Kaukasus-W., Goldtröpfchen – Ch. oppositifolium (LEDEB. ex NORDM.) ";"Z z"
"– A. simplicifolia MAKINO1* Bl 2–3(–4)fa";"Einfachblättrige P. – A. simplicifolia MAKINO1* Bl 2–3(–4)fa";"Z s"
"– A. rivularis BUCH.-HAM. ex D. DON";"Bach-P. – A. rivularis BUCH.-HAM. ex D. DON";"Z s"
"– A. japonica (C. MORREN ex DECNE.) A. G";"Japanische P. – A. japonica (C. MORREN ex DECNE.) A. G";"Z z"
"– A. thunbergii (SIEBOLD et ZUCC.) MIQ.";"Thunberg-P. – A. thunbergii (SIEBOLD et ZUCC.) MIQ.";"Z z"
"– A. rubra HOOK. f. et THOMSON ex HOOK.";"Rote P. – A. rubra HOOK. f. et THOMSON ex HOOK.";"Z s"
"– R. podophylla A. GRAY2* Fiedern an der";"Maiapfelblättriges Sch. – R. podophylla A. GRAY2* Fiedern an der";"Z z"
"– R. aesculifolia BATALIN3 (1) Spreite d";"Rosskastanienblättriges Sch. – R. aesculifolia BATALIN3 (1) Spreite d";"Z s"
"– R. sambucifolia HEMSL.";"Holunderblättriges Sch. – R. sambucifolia HEMSL.";"Z s"
"– R. pinnata FRANCH.";"Fiederblättriges Sch. – R. pinnata FRANCH.";"Z s"
"–T. radicans FRANCH. et SAV.";"Wurzelnde T., Japanische Schaumblüte –T. radicans FRANCH. et SAV.";"Z s"
"– B. cordifolia (HAW.) STERNB.";"Herzblättrige B. – B. cordifolia (HAW.) STERNB.";"Z s"
"– B. crassifolia (L.) FRITSCH";"Dickblatt-B. – B. crassifolia (L.) FRITSCH";"Z z"
"– B. ciliata (HAW.) STERNB. f. ciliata";"Kaschmir-B. – B. ciliata (HAW.) STERNB. f. ciliata";"Z s"
"– B. purpurascens (HOOK. f. et THOMSON) ";"Purpurrötliche B. – B. purpurascens (HOOK. f. et THOMSON) ";"Z s"
"– B. × schmidtii (REGEL) SILVA TAR.";"Garten-B. – B. × schmidtii (REGEL) SILVA TAR.";"Z z"
"– B. rotundifolia PARRY1* BlSpreite hand";"Rundblättrige B. – B. rotundifolia PARRY1* BlSpreite hand";"Z s"
"– B. aconitifolia NUTT.Peltoboykinie – P";"Eisenhutblättrige B. – B. aconitifolia NUTT.Peltoboykinie – P";"Z s"
"– P. tellimoides (MAXIM.) HARA";"Tellimaähnliche P. – P. tellimoides (MAXIM.) HARA";"Z s"
"-H. – R. thora L.";"Schildblatt -H. – R. thora L.";NA
"– S. oppositifolia L.1* Bl wechselständi";"Roter St., Gegenblättriger St. – S. oppositifolia L.1* Bl wechselständi";NA
"– S. mutata L.";"Kies-St. – S. mutata L.";"Z s"
"– S. juniperifolia ADAMS";"Wacholderblättriger St. – S. juniperifolia ADAMS";"Z z"
"– S. sancta GRISEB.";"Athos-St. – S. sancta GRISEB.";"Z z"
"– S. sempervivum K. KOCH7* KrBl gelb od.";"Hauswurz-St. – S. sempervivum K. KOCH7* KrBl gelb od.";"Z s"
"– S. ferdinandi-coburgi KELLERER et SÜND";"Mazedonischer St., Ferdinand von Coburg-St. – S. ferdinandi-coburgi KELLERER et SÜND";"Z s"
"– S. caesia L.Ähnlich: Sparriger St. – S";"Blaugrüner St. – S. caesia L.Ähnlich: Sparriger St. – S";"Z s"
"– S. burseriana L.";"Burser-St. – S. burseriana L.";"Z s"
"– S. marginata STERNB.";"Kalkrand-St. – S. marginata STERNB.";"Z s"
"– S. scardica GRISEB.";"Balkan-St. – S. scardica GRISEB.";"Z s"
"– S. cotyledon L.";"Fettblatt-St., Strauß-St. – S. cotyledon L.";"Z s"
"– S. crustata VEST";"Krusten-St. – S. crustata VEST";"Z s"
"– S. hostii TAUSCH";"Host-St. – S. hostii TAUSCH";"Z z"
"– S. paniculata MILL.";"Trauben-St., Rispen-St. – S. paniculata MILL.";"Z s"
"– S. × geum L.";"Nelkenwurz-St. – S. × geum L.";"Z z"
"– S. cymbalaria L.";"Zimbelkraut-St. – S. cymbalaria L.";"Z s"
"– S. stolonifera MEERB.21* Pfl ohne Ausl";"Hängender St., Judenbart – S. stolonifera MEERB.21* Pfl ohne Ausl";"Z z"
"– S. fortunei HOOK. f.";"Herbst-St. – S. fortunei HOOK. f.";"Z s"
"– S. cortusifolia SIEBOLD et ZUCC.23 (20";"Heilglöckelblättriger St. – S. cortusifolia SIEBOLD et ZUCC.23 (20";"Z s"
"– S. granulata L.";"Körnchen-St., Knöllchen-St. – S. granulata L.";"Z z"
"– S. rotundifolia L.";"Rundblättriger St. – S. rotundifolia L.";"Z z"
"– S. hirsuta L.";"Rauhaar-St. – S. hirsuta L.";"Z s"
"– S. aizoides L.";"Fetthennen-St. – S. aizoides L.";"Z s"
"– S. androsacea L.";"Mannsschild-St. – S. androsacea L.";"Z s"
"– S. aspera L.";"Rauer St. – S. aspera L.";"Z s"
"– S. bryoides L.29 (25) BStg ohne StgBl.";"Moos-St. – S. bryoides L.29 (25) BStg ohne StgBl.";"Z s"
"– S. × urbium D. A. WEBB: BlSpreite mit ";"Porzellanblümchen – S. × urbium D. A. WEBB: BlSpreite mit ";NA
"– S. cuneifolia L.";"Keilblättriger St. – S. cuneifolia L.";NA
"– S. moschata WULFEN31* KrBl weiß, breit";"Moschus-St. – S. moschata WULFEN31* KrBl weiß, breit";"Z z"
"– S. pedemontana ALL.32* KBl eifg od. dr";"Piemonteser St. – S. pedemontana ALL.32* KBl eifg od. dr";"Z s"
"– S. trifurcata SCHRAD.35* Bl krautig, w";"Dreigabliger St., Gabel-St. – S. trifurcata SCHRAD.35* Bl krautig, w";"Z s"
"– S. rosacea MOENCHÄhnlich: Polster-St. ";"Rasen-St. – S. rosacea MOENCHÄhnlich: Polster-St. ";"Z z"
"– T. polyphylla D. DON";"Asiatische Sch. – T. polyphylla D. DON";"Z s"
"– T. wherryi LAKELA";"Wherry-Sch. – T. wherryi LAKELA";"Z s"
"– T. cordifolia L.4 (1) Bl einfach od. 3";"Wald-Sch., Herzblättrige Sch. – T. cordifolia L.4 (1) Bl einfach od. 3";"Z z"
"– T. unifoliolata HOOK.";"Lappenblättrige Sch. – T. unifoliolata HOOK.";"Z s"
"– T. trifoliata L.5* Blchen deutlich geg";"Dreiblättrige Sch. – T. trifoliata L.5* Blchen deutlich geg";"Z s"
"– T. laciniata HOOK.Purpurglöckchen – He";"Schlitzblättrige Sch. – T. laciniata HOOK.Purpurglöckchen – He";"Z s"
"– H. sanguinea ENGELM.2* BStand eine Sch";"Echtes P. – H. sanguinea ENGELM.2* BStand eine Sch";"Z v"
"– H. cylindrica DOUGLAS ex HOOK.3* KrBl ";"Zylindrisches P. – H. cylindrica DOUGLAS ex HOOK.3* KrBl ";"Z z"
"– H. grossulariifolia RYDB.4 (1) Achsenb";"Johannisbeerblättriges P. – H. grossulariifolia RYDB.4 (1) Achsenb";"Z s"
"– H. richardsonii R. BR.Ähnlich: Appalac";"Prärie-P. – H. richardsonii R. BR.Ähnlich: Appalac";"Z z"
"– H. americana L.";"Hohes P. – H. americana L.";"Z s"
"– H. glabra WILLD.6* BlStiel u. unterer ";"Kahles P. – H. glabra WILLD.6* BlStiel u. unterer ";"Z s"
"– H. micrantha DOUGLAS ex LINDL.Ähnlich:";"Kleinblütiges P. – H. micrantha DOUGLAS ex LINDL.Ähnlich:";"Z s"
"– T. menziesii (PURSH) TORR. et A. GRAY";"Lebendblatt, Henne mit Küken – T. menziesii (PURSH) TORR. et A. GRAY";"Z s"
"– M. diphylla L.";"Gegenblättrige B. – M. diphylla L.";"Z s"
"– M. caulescens NUTT.3 (1) StaubBl 10. F";"Wechselblättrige B. – M. caulescens NUTT.3 (1) StaubBl 10. F";"Z z"
"– M. nuda L.";"Zehnmännige B. – M. nuda L.";"Z s"
"– M. pentandra HOOK.";"Fünfmännige B. – M. pentandra HOOK.";"Z s"
"– M. breweri A. GRAY";"Brewer-B. – M. breweri A. GRAY";"Z s"
"– M. ovalis GREENE";"Rauhaarige B. – M. ovalis GREENE";"Z s"
"– M. stauropetala PIPER7* BStand kaum ei";"Einseitswendige B. – M. stauropetala PIPER7* BStand kaum ei";"Z s"
"– M. trifida GRAHAM";"Dreispaltige B. – M. trifida GRAHAM";"Z s"
"– T. grandiflora (PURSH) DOUGLAS ex LIND";"Großblütige T., Falsche Alraunwurzel – T. grandiflora (PURSH) DOUGLAS ex LIND";"Z z"
"– S. purpurea L. subsp. purpurea";"Rotbraune S. – S. purpurea L. subsp. purpurea";"Z s"
"– D. filiformis RAF.";"Fadenblättriger S. – D. filiformis RAF.";"Z s"
"– D. binata LABILL.";"Gabelblättriger S. – D. binata LABILL.";"Z s"
"– D. rotundifolia L.3* BlSpreite deutlic";"Rundblättriger S. – D. rotundifolia L.3* BlSpreite deutlic";"Z s"
"– D. linearis GOLDIE";"Linealblättriger S. – D. linearis GOLDIE";"Z s"
"– D. longifolia L. Natur-Hybr mit D. rot";"Langblättriger S. – D. longifolia L. Natur-Hybr mit D. rot";"Z s"
"– D. intermedia HAYNE";"Mittlerer S. – D. intermedia HAYNE";"Z s"
"– Th. lanceolata R. BR.Ähnlich: Bart-F. ";"Lanzettliche F. – Th. lanceolata R. BR.Ähnlich: Bart-F. ";"Z z"
"– Th. villosa (WALTER) FERNALD et SCHUB.";"Zottige F. – Th. villosa (WALTER) FERNALD et SCHUB.";"Z s"
"– Th. montana NUTT.3* Hülsen abstehend. ";"Berg-F. – Th. montana NUTT.3* Hülsen abstehend. ";NA
"– Th. lupinoides (L.) LINK";"Echte F. – Th. lupinoides (L.) LINK";"Z s"
"– B. tinctoria (L.) VENT.1* Traube einze";"Echte F., Falscher Indigo – B. tinctoria (L.) VENT.1* Traube einze";"Z z"
"– B. australis (L.) R. BR.Ähnlich: Weiße";"Blaue F. – B. australis (L.) R. BR.Ähnlich: Weiße";"Z z"
"– L. albus L. subsp. albus";"Weiße L. – L. albus L. subsp. albus";"Z s"
", Schmalblättrige L. – L. angustifolius ";"Blaue L. , Schmalblättrige L. – L. angustifolius ";NA
"– L. hartwegii LINDL.";"Hartweg-L. – L. hartwegii LINDL.";NA
", Vielblättrige L. – L. polyphyllus LIND";"Stauden-L. , Vielblättrige L. – L. polyphyllus LIND";NA
"– L. densiflorus BENTH.";"Dichtblütige L. – L. densiflorus BENTH.";NA
"– L. luteus L.";"Gelbe L. – L. luteus L.";"N z"
"– L. mutabilis SWEET7* Pfl ± dicht weich";"Veränderliche L. – L. mutabilis SWEET7* Pfl ± dicht weich";"Z z"
"– L. pilosus MURRAY";"Behaarte L. – L. pilosus MURRAY";"Z z"
"– L. pubescens BENTH.Formenreich, vor al";"Weichhaarige L. – L. pubescens BENTH.Formenreich, vor al";"Z z"
"– M. albus MEDIK.1* Kr gelb, Flügel so l";"Weißer St., Bokharaklee – M. albus MEDIK.1* Kr gelb, Flügel so l";"N s"
"– M. officinalis (L.) LAM.";"Echter St. – M. officinalis (L.) LAM.";"N s"
"– M. lupulina L.";"Gelbklee, Hopfenklee, Hopfen-L. – M. lupulina L.";"N s"
"– C. sativa (L.) CRANTZ";"Saat-L. – C. sativa (L.) CRANTZ";NA
"blatt-Sch. – C. trifolia L.";"Klee blatt-Sch. – C. trifolia L.";NA
"– T. hybridum L.";"Schweden-K. – T. hybridum L.";NA
"– T. aureum POLLICH";"Gold-K. – T. aureum POLLICH";"N s"
". – T. dubium SIBTH.4 (1) K nach dem Ver";"Kleiner K . – T. dubium SIBTH.4 (1) K nach dem Ver";NA
"– T. resupinatum L.In Kultur: var. majus";"Persischer K. – T. resupinatum L.In Kultur: var. majus";NA
"– T. fragiferum L.6 (4) Kr gelblich, wei";"Erdbeer-K. – T. fragiferum L.6 (4) Kr gelblich, wei";"N s"
"– T. alexandrinum L.Ähnlich: Pannonische";"Alexandriner K. – T. alexandrinum L.Ähnlich: Pannonische";"N s"
". – T. incarnatum L.";"Inkarnat-K . – T. incarnatum L.";NA
"– A. montana L.Ähnlich: Hermann-W. – A. ";"Berg-W. – A. montana L.Ähnlich: Hermann-W. – A. ";NA
"– L. corniculatus L. ";"Gewöhnlicher Hornklee – L. corniculatus L. ";"Z s"
"– G. officinalis L.Ähnlich: Hartland-G. ";"Echte Geißraute – G. officinalis L.Ähnlich: Hartland-G. ";"N s"
"– G. glabra L.";"Echtes Süßholz – G. glabra L.";"Z s"
"– C. varia L.Ähnlich die gelbblühenden A";"Bunte K. – C. varia L.Ähnlich die gelbblühenden A";"N z"
"– C. vaginalis LAM.: Bl 3–4paarig, Neben";"Scheiden-K. – C. vaginalis LAM.: Bl 3–4paarig, Neben";"Z s"
"– H. multijugum MAXIM.";"Vielpaariger S. – H. multijugum MAXIM.";"Z s"
"– E. derenbergii J. A. PURPUS3* KrBl ros";"Berg-E. – E. derenbergii J. A. PURPUS3* KrBl ros";NA
"– O. viciifolia SCOP.";"Saat-E. – O. viciifolia SCOP.";NA
"– V. unijuga A. BR.";"Einpaarige W. – V. unijuga A. BR.";"Z s"
"– V. faba L.Formenreich, ∞ Sorten: Acker";"Ackerbohne, Saubohne – V. faba L.Formenreich, ∞ Sorten: Acker";"N v"
"– V. villosa ROTHÄhnlich: Falsche Vogel-";"Zottel-W. – V. villosa ROTHÄhnlich: Falsche Vogel-";"N z"
"– V. pannonica CRANTZ";"Pannonische W. – V. pannonica CRANTZ";"N s"
"– V. sativa L.Sehr formenreich, in Kultu";"Saat-W. – V. sativa L.Sehr formenreich, in Kultu";"N z"
"– L. culinaris MEDIK.";"Speise-L. – L. culinaris MEDIK.";"N s"
"– L. vernus (L.) BERNH.";"Frühlings-P. – L. vernus (L.) BERNH.";"Z s"
"– L. transsilvanicus (SPRENG.) FRITSCHÄh";"Transsilvanische P. – L. transsilvanicus (SPRENG.) FRITSCHÄh";"Z s"
"– L. grandiflorus SIBTH. et SM.";"Großblütige P. – L. grandiflorus SIBTH. et SM.";"Z s"
"– L. sativus L.";"Saat-P. – L. sativus L.";"N s"
", Garten-, Duftwicke – L. odoratus L.∞ S";"Duftende P. , Garten-, Duftwicke – L. odoratus L.∞ S";NA
", Hohe Sch., Himmelschlüssel – P. elatio";"Wald-P. , Hohe Sch., Himmelschlüssel – P. elatio";NA
"– P. sativum L. subsp. sativum∞ Sorten, ";"Saat-, Speise-E. – P. sativum L. subsp. sativum∞ Sorten, ";NA
", Prunk-B. – Ph. coccineus L.1* Traube k";"Feuer-B. , Prunk-B. – Ph. coccineus L.1* Traube k";NA
"– R. graveolens L.Ähnlich: Gefranste R. ";"Wein-R. – R. graveolens L.Ähnlich: Gefranste R. ";NA
"– I. hawkeri W. BULL";"Hawker-S. – I. hawkeri W. BULL";"Z s"
"– I. repens MOON";"Kriechendes S. – I. repens MOON";"Z s"
"– I. balsamina L.";"Garten-S., Balsamine – I. balsamina L.";"Z z"
"– I. niamniamensis GILG5 (1) Bl quirlig ";"Niam-Niam-S. – I. niamniamensis GILG5 (1) Bl quirlig ";"Z s"
"– I. glandulifera ROYLE";"Drüsiges S. – I. glandulifera ROYLE";"Z z"
"– I. sodenii ENGL. et WARB. ex ENGL.";"Soden-S. – I. sodenii ENGL. et WARB. ex ENGL.";"Z s"
"– I. walleriana HOOK. f.7* Kr trichterfg";"Fleißiges Lieschen – I. walleriana HOOK. f.7* Kr trichterfg";"Z z"
"– I. marianae RCHB. f. ex HOOK.";"Assam-S. – I. marianae RCHB. f. ex HOOK.";"Z s"
"– I. balfourii HOOK. f.";"Balfour-S. – I. balfourii HOOK. f.";"Z s"
"– I. capensis MEERB.";"Orangefarbenes S. – I. capensis MEERB.";"Z s"
"– I. noli-tangere L.Ähnlich: Kleinblütig";"Großes S., Rührmichnichtan – I. noli-tangere L.Ähnlich: Kleinblütig";"Z s"
"– L. capitatum KIT. ex SCHULT.";"Kopfiger L. – L. capitatum KIT. ex SCHULT.";"Z s"
"– L. campanulatum L.3* KrBl <25 mm lg, p";"Glockiger L. – L. campanulatum L.3* KrBl <25 mm lg, p";"Z s"
"– L. flavum L.Ähnlich: Zierlicher L. – L";"Gelber L. – L. flavum L.Ähnlich: Zierlicher L. – L";"Z s"
"– L. grandiflorum DESF.";"Großblütiger L., Roter L. – L. grandiflorum DESF.";"Z s"
"– L. hirsutum L.Ähnlich: Hartheublättrig";"Zottiger L. – L. hirsutum L.Ähnlich: Hartheublättrig";"Z s"
"– L. suffruticosum L.";"Halbstrauch-L. – L. suffruticosum L.";"Z s"
"– L. narbonense L.10* KBl hautrandig, 3,";"Narbonner L. – L. narbonense L.10* KBl hautrandig, 3,";"N z"
"– O. lasiandra ZUCC.";"Keilblättriger S. – O. lasiandra ZUCC.";"Z s"
"– O. adenophylla GILLIES";"Kordilleren-S. – O. adenophylla GILLIES";"Z z"
"– O. enneaphylla CAV.";"Neunblättriger S. – O. enneaphylla CAV.";"Z s"
"– O. tetraphylla CAV.";"Vierblättriger S., Glücksklee – O. tetraphylla CAV.";NA
"– O. pes-caprae L.6* Pfl mit sichtbarem ";"Nickender S., Ziegenfuß-S. – O. pes-caprae L.6* Pfl mit sichtbarem ";"Z s"
"– A. ochsenii (PHIL.) PHIL.: Kr hellblau";"Valdivia-S. – A. ochsenii (PHIL.) PHIL.: Kr hellblau";NA
"– O. tuberosa MOLINA9* Pfl weder mit Rhi";"Knolliger S., Oca – O. tuberosa MOLINA9* Pfl weder mit Rhi";"Z s"
"– O. vulcanicola J. D. SM.";"Buschiger S. – O. vulcanicola J. D. SM.";"Z s"
". – O. depressa ECKL. et ZEYH.Ähnlich: P";"Niederliegender S . – O. depressa ECKL. et ZEYH.Ähnlich: P";NA
"– O. triangularis A. ST. HIL.";"Schmetterlingsblättriger S. – O. triangularis A. ST. HIL.";NA
"– O. bowiei LINDL.15* BStiele lg behaart";"Großblütiger S., Bowie-S. – O. bowiei LINDL.15* BStiele lg behaart";"Z z"
"– O. corymbosa DC.";"Brasilianischer S. – O. corymbosa DC.";NA
"– G. argenteum L.";"Silber-St. – G. argenteum L.";"Z s"
"– G. farreri STAPF4 (2) Kr trompetenfg-t";"Farrer-St. – G. farreri STAPF4 (2) Kr trompetenfg-t";"Z s"
". – G. pylzowianum MAXIM.Ähnlich: Osttib";"Pylzow-St . – G. pylzowianum MAXIM.Ähnlich: Osttib";NA
"– G. cinereum CAV.6* K abstehend behaart";"Grauer St. – G. cinereum CAV.6* K abstehend behaart";NA
"– G. subcaulescens L’HÉR. ex DC.";"Schwarzäugiger St. – G. subcaulescens L’HÉR. ex DC.";"Z z"
"– G. × cantabrigiense YEO (G. dalmaticum";"Cambridge-St. – G. × cantabrigiense YEO (G. dalmaticum";"Z v"
"– G. macrorrhizum L.9* StaubBl u. Griffe";"Duft-St., Balkan-St., Felsen-St. – G. macrorrhizum L.9* StaubBl u. Griffe";"Z z"
"– G. rivulare VILL.11* KrBl rosa od. vio";"Bach-St., Blassblütiger St. – G. rivulare VILL.11* KrBl rosa od. vio";"Z s"
"– G. endressii J. GAY";"Rosa St. – G. endressii J. GAY";"Z z"
"– G. nodosum L.Ähnlich: Verschiedenfarbi";"Knotiger St. – G. nodosum L.Ähnlich: Verschiedenfarbi";"Z s"
"– G. procurrens YEO";"Ausläufer-St. – G. procurrens YEO";"Z s"
"– G. psilostemon LEDEB.";"Armenischer St. – G. psilostemon LEDEB.";"Z s"
"– G. renardii TRAUTV.Ähnlich: Knolliger ";"Kaukasus-St. – G. renardii TRAUTV.Ähnlich: Knolliger ";"Z z"
"– G. platypetalum FISCH. et C. A. MEY.";"Breitkronblättriger St. – G. platypetalum FISCH. et C. A. MEY.";"Z v"
"– G. × magnificum HYL.Ähnlich: Georgisch";"Pracht-St. – G. × magnificum HYL.Ähnlich: Georgisch";"Z v"
"– G. himalayense KLOTZSCH20* Pfl nicht m";"Himalaja-St. – G. himalayense KLOTZSCH20* Pfl nicht m";"Z s"
"– G. pratense L.Ähnlich: Clarke-St. – G.";"Wiesen-St. – G. pratense L.Ähnlich: Clarke-St. – G.";"Z v"
"– G. wallichianum D. DON22* Stg u. BStie";"Wallich-St. – G. wallichianum D. DON22* Stg u. BStie";"Z s"
"– G. palustre L.23* Bl oft bräunlich gef";"Sumpf-St. – G. palustre L.23* Bl oft bräunlich gef";"Z z"
"– G. wlassovianum LINK24 (21) Bl in 7–9 ";"Mandschurischer St. – G. wlassovianum LINK24 (21) Bl in 7–9 ";"Z s"
"– G. maculatum L.Reiherschnabel – Erodiu";"Gefleckter St. – G. maculatum L.Reiherschnabel – Erodiu";"Z z"
"– E. gruinum (L.) L’HÉR. ex AITON2* KrBl";"Kranichartiger R. – E. gruinum (L.) L’HÉR. ex AITON2* KrBl";"Z s"
"– E. pelargoniiflorum BOISS. et HELDR.3*";"Pelargonienblütiger R. – E. pelargoniiflorum BOISS. et HELDR.3*";"Z s"
